date,h_team,h_obp,h_slg,h_k_rate,h_bb_rate,v_team,v_obp,v_slg,v_k_rate,v_bb_rate,home_win
20160912,PHI,0.283,0.33,0.283,0.074,PIT,0.37,0.423,0.168,0.101,1
20160912,SFN,0.293,0.348,0.189,0.091,SDN,0.285,0.326,0.265,0.075,0
20160912,SLN,0.326,0.455,0.204,0.09,CHN,0.296,0.322,0.218,0.102,0
20160912,WAS,0.319,0.383,0.193,0.075,NYN,0.331,0.45,0.196,0.101,1
20160913,ANA,0.31,0.435,0.175,0.068,SEA,0.376,0.527,0.201,0.099,0
20160913,BOS,0.375,0.511,0.209,0.095,BAL,0.327,0.479,0.219,0.099,0
20160913,CHA,0.36,0.442,0.218,0.089,CLE,0.356,0.412,0.154,0.115,1
20160913,DET,0.331,0.408,0.218,0.081,MIN,0.33,0.489,0.24,0.09,0
20160913,HOU,0.325,0.44,0.239,0.098,TEX,0.348,0.47,0.207,0.086,0
20160913,KCA,0.339,0.419,0.214,0.089,OAK,0.322,0.352,0.173,0.109,0
20160913,NYA,0.309,0.417,0.223,0.099,LAN,0.321,0.464,0.256,0.072,1
20160913,TOR,0.314,0.336,0.239,0.112,TBA,0.3,0.432,0.259,0.051,0
20160913,ARI,0.322,0.433,0.232,0.083,COL,0.297,0.421,0.231,0.065,1
20160913,ATL,0.371,0.475,0.185,0.099,MIA,0.298,0.349,0.233,0.05,0
20160913,CIN,0.368,0.408,0.184,0.096,MIL,0.357,0.494,0.212,0.09,1
20160913,PHI,0.299,0.339,0.283,0.09,PIT,0.362,0.41,0.176,0.098,0
20160913,SFN,0.294,0.341,0.183,0.088,SDN,0.28,0.336,0.257,0.067,0
20160913,SLN,0.318,0.43,0.217,0.094,CHN,0.289,0.337,0.213,0.097,1
20160913,WAS,0.339,0.408,0.193,0.09,NYN,0.323,0.422,0.201,0.104,0
20160914,ANA,0.287,0.399,0.193,0.059,SEA,0.378,0.539,0.187,0.101,0
20160914,BOS,0.362,0.49,0.218,0.093,BAL,0.329,0.457,0.214,0.106,0
20160914,CHA,0.343,0.427,0.219,0.08,CLE,0.338,0.393,0.16,0.105,0
20160914,DET,0.32,0.378,0.211,0.088,MIN,0.342,0.513,0.238,0.095,1
20160914,HOU,0.306,0.421,0.258,0.092,TEX,0.326,0.44,0.222,0.088,1
20160914,KCA,0.338,0.421,0.202,0.092,OAK,0.32,0.369,0.16,0.107,0
20160914,NYA,0.324,0.458,0.208,0.104,LAN,0.305,0.44,0.252,0.074,0
20160914,TOR,0.317,0.35,0.227,0.107,TBA,0.297,0.426,0.253,0.062,0
20160914,ARI,0.344,0.474,0.238,0.092,COL,0.292,0.415,0.236,0.065,1
20160914,ATL,0.363,0.466,0.187,0.097,MIA,0.311,0.349,0.205,0.057,0
20160914,CIN,0.348,0.402,0.179,0.069,MIL,0.334,0.474,0.221,0.087,0
20160914,PHI,0.307,0.326,0.301,0.096,PIT,0.361,0.404,0.176,0.106,1
20160914,SFN,0.317,0.368,0.181,0.091,SDN,0.301,0.361,0.229,0.068,0
20160914,SLN,0.314,0.442,0.221,0.081,CHN,0.288,0.334,0.213,0.101,0
20160914,WAS,0.334,0.411,0.208,0.084,NYN,0.333,0.446,0.188,0.102,1
20160915,ANA,0.267,0.318,0.205,0.063,TOR,0.306,0.347,0.224,0.103,0
20160915,BAL,0.312,0.439,0.219,0.094,TBA,0.309,0.449,0.246,0.063,0
20160915,BOS,0.337,0.45,0.214,0.089,NYA,0.303,0.444,0.234,0.091,1
20160915,CHA,0.34,0.419,0.21,0.07,CLE,0.331,0.409,0.159,0.096,1
20160915,DET,0.317,0.398,0.22,0.072,MIN,0.324,0.474,0.242,0.087,0
20160915,KCA,0.325,0.399,0.215,0.088,OAK,0.347,0.389,0.169,0.12,0
20160915,ARI,0.355,0.504,0.24,0.096,LAN,0.288,0.41,0.257,0.071,1
20160915,CHN,0.294,0.375,0.212,0.096,MIL,0.326,0.439,0.228,0.091,0
20160915,PHI,0.321,0.375,0.288,0.087,PIT,0.377,0.414,0.184,0.117,0
20160915,SFN,0.319,0.369,0.188,0.091,SLN,0.307,0.422,0.218,0.077,1
20160916,ANA,0.256,0.294,0.198,0.066,TOR,0.312,0.356,0.214,0.108,0
20160916,BAL,0.317,0.449,0.212,0.096,TBA,0.329,0.477,0.258,0.067,1
20160916,BOS,0.348,0.48,0.194,0.093,NYA,0.317,0.453,0.218,0.091,1
20160916,CLE,0.33,0.395,0.166,0.101,DET,0.314,0.367,0.21,0.078,1
20160916,KCA,0.32,0.401,0.213,0.078,CHA,0.338,0.409,0.206,0.071,0
20160916,SEA,0.371,0.531,0.193,0.096,HOU,0.308,0.435,0.254,0.088,0
20160916,TEX,0.316,0.427,0.227,0.086,OAK,0.369,0.444,0.166,0.12,1
20160916,ARI,0.347,0.503,0.257,0.097,LAN,0.277,0.398,0.269,0.059,0
20160916,ATL,0.364,0.459,0.177,0.09,WAS,0.338,0.41,0.212,0.094,0
20160916,CHN,0.3,0.397,0.227,0.099,MIL,0.326,0.438,0.229,0.09,1
20160916,CIN,0.333,0.396,0.178,0.062,PIT,0.381,0.443,0.182,0.121,0
20160916,COL,0.301,0.434,0.226,0.07,SDN,0.304,0.355,0.212,0.075,1
20160916,NYN,0.324,0.429,0.199,0.102,MIN,0.316,0.443,0.24,0.082,1
20160916,PHI,0.306,0.361,0.295,0.08,MIA,0.319,0.372,0.21,0.054,1
20160916,SFN,0.345,0.411,0.159,0.098,SLN,0.277,0.372,0.228,0.069,1
20160917,ANA,0.24,0.262,0.216,0.073,TOR,0.32,0.377,0.206,0.113,1
20160917,BAL,0.325,0.457,0.204,0.098,TBA,0.331,0.492,0.262,0.062,0
20160917,BOS,0.363,0.513,0.163,0.095,NYA,0.321,0.441,0.219,0.087,1
20160917,CLE,0.352,0.413,0.16,0.109,DET,0.312,0.359,0.212,0.083,1
20160917,KCA,0.295,0.36,0.222,0.07,CHA,0.349,0.432,0.19,0.078,1
20160917,SEA,0.339,0.487,0.183,0.08,HOU,0.298,0.442,0.245,0.078,0
20160917,TEX,0.323,0.439,0.222,0.082,OAK,0.362,0.435,0.179,0.112,0
20160917,ARI,0.356,0.515,0.26,0.106,LAN,0.266,0.34,0.262,0.066,0
20160917,ATL,0.354,0.452,0.186,0.076,WAS,0.342,0.401,0.211,0.092,1
20160917,CHN,0.307,0.425,0.228,0.105,MIL,0.306,0.418,0.247,0.088,0
20160917,CIN,0.333,0.411,0.191,0.064,PIT,0.39,0.449,0.184,0.129,0
20160917,CIN,0.341,0.422,0.171,0.058,PIT,0.4,0.445,0.175,0.149,0
20160917,COL,0.309,0.44,0.235,0.061,SDN,0.315,0.374,0.208,0.074,1
20160917,NYN,0.327,0.424,0.206,0.112,MIN,0.299,0.391,0.241,0.086,1
20160917,PHI,0.305,0.362,0.312,0.08,MIA,0.319,0.365,0.195,0.059,1
20160917,SFN,0.366,0.433,0.168,0.111,SLN,0.268,0.292,0.232,0.079,0
20160918,ANA,0.25,0.278,0.205,0.075,TOR,0.31,0.366,0.211,0.1,1
20160918,BAL,0.304,0.419,0.205,0.089,TBA,0.315,0.473,0.243,0.057,1
20160918,BOS,0.362,0.516,0.152,0.091,NYA,0.318,0.442,0.218,0.084,1
20160918,CLE,0.343,0.384,0.174,0.125,DET,0.309,0.354,0.214,0.088,0
20160918,KCA,0.282,0.347,0.212,0.058,CHA,0.34,0.414,0.185,0.071,1
20160918,SEA,0.327,0.46,0.196,0.074,HOU,0.29,0.418,0.237,0.074,1
20160918,TEX,0.296,0.399,0.22,0.071,OAK,0.372,0.471,0.183,0.111,0
20160918,ARI,0.36,0.519,0.271,0.105,LAN,0.27,0.352,0.251,0.073,1
20160918,ATL,0.365,0.464,0.196,0.074,WAS,0.331,0.393,0.213,0.093,1
20160918,CHN,0.311,0.406,0.237,0.105,MIL,0.309,0.441,0.249,0.086,0
20160918,CIN,0.324,0.422,0.161,0.051,PIT,0.398,0.44,0.164,0.152,1
20160918,COL,0.325,0.487,0.227,0.06,SDN,0.305,0.352,0.229,0.075,1
20160918,NYN,0.326,0.411,0.211,0.113,MIN,0.301,0.375,0.247,0.096,1
20160918,PHI,0.319,0.39,0.301,0.081,MIA,0.317,0.354,0.192,0.06,0
20160918,SFN,0.364,0.428,0.167,0.108,SLN,0.27,0.295,0.224,0.088,0
20160919,BAL,0.296,0.423,0.206,0.082,BOS,0.365,0.513,0.158,0.089,0
20160919,KCA,0.288,0.356,0.197,0.058,CHA,0.333,0.412,0.194,0.069,1
20160919,OAK,0.367,0.47,0.174,0.109,HOU,0.279,0.4,0.235,0.078,0
20160919,SEA,0.333,0.464,0.187,0.071,TOR,0.312,0.361,0.224,0.105,0
20160919,TEX,0.299,0.395,0.219,0.073,ANA,0.274,0.294,0.197,0.079,1
20160919,CHN,0.323,0.413,0.234,0.103,CIN,0.346,0.46,0.163,0.055,1
20160919,COL,0.329,0.465,0.22,0.07,SLN,0.263,0.301,0.24,0.084,0
20160919,LAN,0.279,0.358,0.243,0.077,SFN,0.349,0.382,0.172,0.11,1
20160919,MIA,0.317,0.351,0.187,0.054,WAS,0.311,0.391,0.208,0.08,1
20160919,NYN,0.322,0.391,0.205,0.108,ATL,0.383,0.468,0.202,0.089,0
20160919,SDN,0.307,0.355,0.227,0.077,ARI,0.374,0.555,0.267,0.109,1
20160920,BAL,0.291,0.417,0.207,0.08,BOS,0.347,0.49,0.158,0.087,0
20160920,CLE,0.326,0.362,0.185,0.114,KCA,0.301,0.402,0.186,0.052,1
20160920,MIN,0.294,0.347,0.258,0.098,DET,0.319,0.367,0.202,0.091,0
20160920,OAK,0.363,0.48,0.165,0.114,HOU,0.275,0.378,0.231,0.078,0
20160920,SEA,0.314,0.431,0.191,0.072,TOR,0.317,0.374,0.229,0.116,0
20160920,TBA,0.309,0.439,0.251,0.063,NYA,0.319,0.43,0.223,0.086,0
20160920,TEX,0.313,0.413,0.216,0.081,ANA,0.271,0.301,0.169,0.073,1
20160920,CHN,0.327,0.441,0.23,0.095,CIN,0.332,0.447,0.184,0.053,1
20160920,COL,0.332,0.466,0.215,0.074,SLN,0.264,0.311,0.242,0.071,0
20160920,LAN,0.276,0.353,0.23,0.07,SFN,0.325,0.355,0.182,0.094,0
20160920,MIA,0.308,0.344,0.198,0.06,WAS,0.318,0.404,0.217,0.074,1
20160920,MIL,0.28,0.393,0.278,0.08,PIT,0.379,0.437,0.181,0.15,0
20160920,NYN,0.312,0.364,0.195,0.109,ATL,0.386,0.469,0.198,0.09,0
20160920,PHI,0.329,0.395,0.291,0.091,CHA,0.322,0.417,0.2,0.067,1
20160920,SDN,0.294,0.331,0.225,0.071,ARI,0.371,0.541,0.257,0.104,1
20160921,BAL,0.269,0.375,0.213,0.068,BOS,0.357,0.512,0.156,0.083,0
20160921,CLE,0.318,0.355,0.186,0.113,KCA,0.291,0.39,0.187,0.039,1
20160921,OAK,0.357,0.458,0.183,0.122,HOU,0.28,0.38,0.226,0.084,0
20160921,SEA,0.316,0.419,0.188,0.069,TOR,0.335,0.419,0.226,0.118,1
20160921,TBA,0.288,0.416,0.268,0.059,NYA,0.305,0.426,0.223,0.07,0
20160921,TEX,0.326,0.427,0.197,0.075,ANA,0.282,0.294,0.156,0.087,0
20160921,CHN,0.347,0.465,0.208,0.094,CIN,0.314,0.423,0.182,0.054,1
20160921,COL,0.337,0.488,0.209,0.074,SLN,0.279,0.347,0.245,0.068,1
20160921,LAN,0.275,0.322,0.243,0.067,SFN,0.304,0.323,0.193,0.088,1
20160921,MIA,0.298,0.33,0.198,0.063,WAS,0.299,0.369,0.233,0.073,0
20160921,MIL,0.271,0.388,0.295,0.083,PIT,0.376,0.438,0.188,0.14,0
20160921,NYN,0.31,0.367,0.186,0.099,ATL,0.382,0.467,0.202,0.086,0
20160921,PHI,0.334,0.406,0.275,0.088,CHA,0.321,0.413,0.185,0.073,1
20160921,SDN,0.304,0.338,0.231,0.084,ARI,0.366,0.529,0.25,0.102,0
20160922,BAL,0.251,0.332,0.206,0.06,BOS,0.343,0.478,0.156,0.08,0
20160922,CLE,0.339,0.393,0.196,0.111,KCA,0.287,0.377,0.185,0.045,1
20160922,HOU,0.282,0.402,0.227,0.08,ANA,0.283,0.269,0.154,0.091,0
20160922,MIN,0.285,0.329,0.263,0.095,DET,0.314,0.382,0.201,0.087,0
20160922,MIN,0.281,0.341,0.271,0.09,DET,0.325,0.402,0.205,0.097,0
20160922,TBA,0.291,0.45,0.255,0.065,NYA,0.327,0.449,0.22,0.072,1
20160922,LAN,0.299,0.356,0.238,0.071,COL,0.355,0.525,0.196,0.075,1
20160922,MIA,0.306,0.353,0.194,0.068,ATL,0.384,0.458,0.209,0.088,0
20160922,MIL,0.263,0.381,0.298,0.072,PIT,0.373,0.456,0.186,0.133,1
20160922,NYN,0.316,0.379,0.186,0.105,PHI,0.352,0.435,0.266,0.092,1
20160922,SDN,0.301,0.335,0.245,0.094,SFN,0.292,0.319,0.203,0.078,0
20160923,BAL,0.263,0.334,0.203,0.062,ARI,0.358,0.517,0.222,0.104,1
20160923,CLE,0.329,0.393,0.199,0.109,CHA,0.326,0.448,0.181,0.064,1
20160923,DET,0.326,0.405,0.22,0.099,KCA,0.285,0.378,0.192,0.045,1
20160923,HOU,0.28,0.379,0.232,0.076,ANA,0.281,0.276,0.176,0.091,0
20160923,MIN,0.282,0.356,0.285,0.096,SEA,0.289,0.37,0.208,0.069,0
20160923,OAK,0.354,0.457,0.186,0.121,TEX,0.317,0.403,0.197,0.076,0
20160923,TBA,0.294,0.437,0.26,0.068,BOS,0.336,0.44,0.159,0.09,0
20160923,TOR,0.325,0.398,0.216,0.115,NYA,0.332,0.439,0.223,0.077,1
20160923,CHN,0.363,0.469,0.19,0.097,SLN,0.29,0.351,0.245,0.068,1
20160923,LAN,0.309,0.353,0.232,0.089,COL,0.359,0.521,0.195,0.076,1
20160923,MIA,0.301,0.358,0.192,0.073,ATL,0.379,0.461,0.219,0.093,0
20160923,MIL,0.269,0.392,0.292,0.078,CIN,0.291,0.387,0.189,0.045,1
20160923,NYN,0.313,0.376,0.207,0.104,PHI,0.364,0.449,0.255,0.103,1
20160923,PIT,0.375,0.47,0.189,0.133,WAS,0.301,0.378,0.231,0.074,1
20160923,SDN,0.298,0.343,0.255,0.085,SFN,0.294,0.33,0.217,0.081,1
20160924,BAL,0.263,0.331,0.192,0.063,ARI,0.335,0.467,0.229,0.101,1
20160924,CLE,0.343,0.402,0.192,0.11,CHA,0.308,0.426,0.189,0.063,0
20160924,DET,0.336,0.418,0.221,0.108,KCA,0.286,0.384,0.218,0.042,0
20160924,HOU,0.289,0.381,0.221,0.077,ANA,0.315,0.32,0.164,0.108,0
20160924,MIN,0.27,0.344,0.282,0.084,SEA,0.298,0.366,0.212,0.083,1
20160924,OAK,0.327,0.417,0.205,0.109,TEX,0.312,0.391,0.174,0.074,0
20160924,TBA,0.301,0.446,0.268,0.071,BOS,0.34,0.435,0.161,0.095,0
20160924,TOR,0.352,0.402,0.21,0.126,NYA,0.327,0.418,0.217,0.078,1
20160924,CHN,0.371,0.462,0.184,0.102,SLN,0.298,0.353,0.259,0.065,0
20160924,LAN,0.331,0.383,0.239,0.101,COL,0.351,0.504,0.204,0.077,1
20160924,MIA,0.275,0.33,0.199,0.078,ATL,0.367,0.424,0.235,0.097,1
20160924,MIL,0.278,0.415,0.281,0.083,CIN,0.291,0.399,0.184,0.041,0
20160924,NYN,0.322,0.406,0.206,0.101,PHI,0.356,0.442,0.246,0.095,0
20160924,PIT,0.374,0.463,0.191,0.127,WAS,0.309,0.412,0.251,0.07,0
20160924,SDN,0.301,0.344,0.242,0.091,SFN,0.276,0.295,0.223,0.085,0
20160925,BAL,0.287,0.361,0.193,0.075,ARI,0.298,0.411,0.24,0.082,1
20160925,CLE,0.351,0.398,0.188,0.115,CHA,0.31,0.443,0.202,0.057,0
20160925,DET,0.352,0.431,0.228,0.11,KCA,0.296,0.414,0.204,0.041,0
20160925,HOU,0.303,0.378,0.212,0.086,ANA,0.328,0.347,0.18,0.111,1
20160925,MIN,0.242,0.308,0.291,0.079,SEA,0.282,0.341,0.225,0.079,0
20160925,OAK,0.326,0.397,0.212,0.111,TEX,0.311,0.415,0.181,0.067,1
20160925,TBA,0.293,0.446,0.279,0.055,BOS,0.35,0.456,0.16,0.097,0
20160925,TOR,0.355,0.4,0.198,0.135,NYA,0.312,0.386,0.225,0.076,1
20160925,CHN,0.369,0.48,0.192,0.09,SLN,0.311,0.367,0.243,0.066,1
20160925,LAN,0.363,0.409,0.226,0.115,COL,0.345,0.491,0.198,0.073,1
20160925,MIL,0.281,0.404,0.278,0.083,CIN,0.304,0.396,0.182,0.064,0
20160925,NYN,0.327,0.403,0.198,0.106,PHI,0.377,0.477,0.234,0.099,1
20160925,PIT,0.365,0.459,0.197,0.12,WAS,0.302,0.392,0.253,0.056,0
20160925,SDN,0.281,0.352,0.258,0.083,SFN,0.291,0.321,0.196,0.086,1
20160926,ANA,0.331,0.355,0.184,0.109,OAK,0.321,0.406,0.205,0.104,1
20160926,CHA,0.313,0.434,0.195,0.061,TBA,0.282,0.418,0.318,0.055,1
20160926,DET,0.363,0.442,0.21,0.117,CLE,0.337,0.358,0.212,0.117,0
20160926,HOU,0.296,0.377,0.209,0.083,SEA,0.274,0.332,0.227,0.077,0
20160926,TEX,0.304,0.405,0.175,0.06,MIL,0.271,0.395,0.297,0.068,0
20160926,TOR,0.375,0.425,0.211,0.14,NYA,0.321,0.41,0.209,0.075,0
20160926,MIA,0.281,0.34,0.195,0.086,NYN,0.361,0.451,0.191,0.111,1
20160926,PIT,0.36,0.417,0.204,0.126,CHN,0.375,0.459,0.189,0.103,0
20160926,SLN,0.318,0.372,0.245,0.07,CIN,0.311,0.404,0.179,0.067,0
20160926,WAS,0.327,0.419,0.245,0.071,ARI,0.271,0.346,0.258,0.079,0
20160927,ANA,0.329,0.364,0.172,0.106,OAK,0.295,0.36,0.206,0.1,1
20160927,CHA,0.315,0.451,0.192,0.059,TBA,0.281,0.401,0.301,0.058,1
20160927,DET,0.364,0.452,0.227,0.115,CLE,0.344,0.384,0.186,0.118,1
20160927,HOU,0.29,0.349,0.209,0.077,SEA,0.295,0.345,0.239,0.094,1
20160927,KCA,0.316,0.463,0.208,0.04,MIN,0.254,0.311,0.291,0.084,1
20160927,NYA,0.313,0.413,0.198,0.073,BOS,0.347,0.445,0.175,0.099,1
20160927,TEX,0.303,0.398,0.159,0.058,MIL,0.282,0.407,0.278,0.07,1
20160927,TOR,0.373,0.399,0.204,0.145,BAL,0.279,0.36,0.204,0.072,1
20160927,ATL,0.363,0.415,0.242,0.093,PHI,0.359,0.431,0.243,0.106,1
20160927,MIA,0.294,0.356,0.184,0.088,NYN,0.359,0.429,0.193,0.112,0
20160927,PIT,0.346,0.409,0.207,0.117,CHN,0.388,0.484,0.18,0.103,0
20160927,SDN,0.289,0.373,0.265,0.087,LAN,0.366,0.432,0.212,0.116,1
20160927,SFN,0.274,0.292,0.198,0.081,COL,0.332,0.462,0.203,0.071,1
20160927,SLN,0.319,0.38,0.24,0.067,CIN,0.34,0.445,0.156,0.062,1
20160927,WAS,0.332,0.421,0.249,0.077,ARI,0.28,0.385,0.251,0.074,1
20160928,ANA,0.336,0.392,0.168,0.103,OAK,0.289,0.332,0.19,0.102,1
20160928,CHA,0.323,0.476,0.19,0.061,TBA,0.283,0.399,0.297,0.058,1
20160928,DET,0.391,0.499,0.21,0.118,CLE,0.313,0.339,0.211,0.108,1
20160928,HOU,0.307,0.368,0.205,0.077,SEA,0.306,0.373,0.236,0.088,0
20160928,KCA,0.327,0.458,0.196,0.053,MIN,0.251,0.3,0.297,0.093,1
20160928,NYA,0.321,0.435,0.187,0.069,BOS,0.338,0.42,0.184,0.099,1
20160928,TEX,0.299,0.385,0.156,0.067,MIL,0.289,0.401,0.272,0.078,1
20160928,TOR,0.368,0.403,0.211,0.137,BAL,0.271,0.34,0.218,0.072,0
20160928,ATL,0.366,0.425,0.251,0.097,PHI,0.382,0.456,0.237,0.114,1
20160928,MIA,0.28,0.333,0.195,0.083,NYN,0.382,0.465,0.166,0.121,0
20160928,PIT,0.339,0.39,0.212,0.114,CHN,0.385,0.469,0.191,0.109,1
20160928,SDN,0.282,0.359,0.275,0.092,LAN,0.367,0.434,0.211,0.118,1
20160928,SFN,0.296,0.364,0.17,0.072,COL,0.317,0.444,0.22,0.067,0
20160928,SLN,0.332,0.439,0.235,0.067,CIN,0.342,0.453,0.166,0.062,0
20160928,WAS,0.312,0.398,0.251,0.074,ARI,0.272,0.388,0.251,0.062,0
20160929,CHA,0.325,0.49,0.196,0.065,TBA,0.27,0.384,0.299,0.054,0
20160929,KCA,0.333,0.466,0.198,0.063,MIN,0.259,0.328,0.299,0.09,0
20160929,NYA,0.318,0.415,0.178,0.08,BOS,0.339,0.393,0.177,0.115,1
20160929,SEA,0.334,0.402,0.227,0.101,OAK,0.277,0.328,0.193,0.095,1
20160929,TOR,0.365,0.401,0.207,0.141,BAL,0.278,0.363,0.24,0.071,0
20160929,ATL,0.382,0.456,0.232,0.102,PHI,0.374,0.443,0.224,0.115,1
20160929,PIT,0.336,0.406,0.227,0.098,CHN,0.379,0.453,0.183,0.114,0
20160929,SDN,0.303,0.391,0.251,0.1,LAN,0.358,0.435,0.226,0.109,0
20160929,SFN,0.293,0.359,0.191,0.075,COL,0.308,0.404,0.237,0.065,1
20160929,SLN,0.328,0.434,0.235,0.061,CIN,0.34,0.442,0.171,0.056,1
20160929,WAS,0.314,0.386,0.253,0.07,ARI,0.29,0.39,0.227,0.071,1
20160930,ANA,0.335,0.408,0.168,0.102,HOU,0.318,0.388,0.207,0.073,1
20160930,BOS,0.325,0.369,0.185,0.115,TOR,0.36,0.396,0.198,0.136,1
20160930,CHA,0.32,0.494,0.192,0.065,MIN,0.27,0.349,0.292,0.083,1
20160930,KCA,0.331,0.449,0.222,0.06,CLE,0.319,0.363,0.204,0.096,0
20160930,NYA,0.324,0.404,0.184,0.093,BAL,0.28,0.347,0.24,0.073,0
20160930,SEA,0.33,0.384,0.23,0.099,OAK,0.267,0.33,0.21,0.08,1
20160930,TEX,0.311,0.411,0.16,0.072,TBA,0.283,0.403,0.294,0.055,1
20160930,ARI,0.261,0.348,0.234,0.056,SDN,0.317,0.404,0.246,0.101,1
20160930,ATL,0.377,0.449,0.239,0.115,DET,0.406,0.548,0.204,0.117,0
20160930,CIN,0.336,0.421,0.184,0.059,CHN,0.378,0.459,0.181,0.114,0
20160930,COL,0.299,0.406,0.264,0.054,MIL,0.283,0.377,0.262,0.066,1
20160930,PHI,0.362,0.422,0.217,0.101,NYN,0.385,0.477,0.157,0.125,0
20160930,SFN,0.315,0.383,0.175,0.085,LAN,0.366,0.461,0.216,0.099,1
20160930,SLN,0.331,0.436,0.237,0.066,PIT,0.334,0.389,0.228,0.098,1
20160930,WAS,0.315,0.392,0.253,0.079,MIA,0.291,0.35,0.199,0.092,0
20161001,ANA,0.346,0.415,0.181,0.113,HOU,0.319,0.382,0.216,0.067,0
20161001,BOS,0.325,0.371,0.195,0.115,TOR,0.363,0.402,0.183,0.137,0
20161001,CHA,0.329,0.504,0.202,0.067,MIN,0.274,0.341,0.284,0.092,0
20161001,KCA,0.312,0.41,0.229,0.059,CLE,0.334,0.384,0.207,0.103,0
20161001,NYA,0.314,0.369,0.19,0.098,BAL,0.304,0.378,0.236,0.091,1
20161001,SEA,0.333,0.421,0.222,0.09,OAK,0.269,0.319,0.21,0.085,0
20161001,TEX,0.309,0.438,0.17,0.061,TBA,0.282,0.391,0.285,0.058,0
20161001,ARI,0.261,0.365,0.239,0.057,SDN,0.316,0.408,0.248,0.096,1
20161001,ATL,0.353,0.435,0.245,0.105,DET,0.398,0.557,0.208,0.112,1
20161001,CIN,0.332,0.416,0.183,0.057,CHN,0.38,0.444,0.175,0.123,1
20161001,COL,0.299,0.415,0.262,0.042,MIL,0.297,0.388,0.247,0.079,0
20161001,PHI,0.356,0.405,0.233,0.097,NYN,0.385,0.473,0.16,0.123,0
20161001,SFN,0.343,0.425,0.161,0.092,LAN,0.368,0.461,0.205,0.101,1
20161001,SLN,0.335,0.451,0.235,0.079,PIT,0.315,0.362,0.239,0.097,1
20161001,WAS,0.315,0.401,0.271,0.087,MIA,0.301,0.366,0.192,0.099,1
20161002,ANA,0.324,0.405,0.19,0.097,HOU,0.327,0.39,0.201,0.072,1
20161002,BOS,0.325,0.342,0.181,0.128,TOR,0.35,0.34,0.197,0.145,0
20161002,CHA,0.311,0.473,0.221,0.063,MIN,0.278,0.358,0.283,0.093,0
20161002,KCA,0.319,0.411,0.249,0.066,CLE,0.349,0.401,0.205,0.112,0
20161002,NYA,0.311,0.351,0.2,0.103,BAL,0.314,0.386,0.227,0.095,0
20161002,SEA,0.345,0.442,0.217,0.097,OAK,0.291,0.375,0.209,0.077,0
20161002,TEX,0.28,0.406,0.19,0.051,TBA,0.274,0.35,0.277,0.055,0
20161002,ARI,0.282,0.398,0.232,0.062,SDN,0.311,0.411,0.247,0.077,1
20161002,ATL,0.347,0.442,0.23,0.104,DET,0.393,0.544,0.213,0.114,1
20161002,CIN,0.345,0.438,0.186,0.064,CHN,0.366,0.438,0.187,0.117,0
20161002,COL,0.296,0.386,0.264,0.041,MIL,0.297,0.383,0.251,0.083,0
20161002,PHI,0.343,0.396,0.244,0.092,NYN,0.393,0.48,0.166,0.127,1
20161002,SFN,0.337,0.412,0.153,0.093,LAN,0.357,0.449,0.193,0.1,1
20161002,SLN,0.325,0.435,0.232,0.076,PIT,0.312,0.349,0.254,0.097,1
20161002,WAS,0.332,0.419,0.256,0.097,MIA,0.299,0.333,0.191,0.106,1
